EURUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
08/20/2024 15:00,1.11104,1.11107,1.1101,1.1105,-5.4,-0.05,
08/20/2024 14:00,1.11019,1.11161,1.10927,1.11149,13.0,0.12,
08/20/2024 13:00,1.10981,1.11052,1.1091,1.1102,3.9,0.04,
08/20/2024 12:00,1.10809,1.1099,1.108,1.10981,17.2,0.15,
08/20/2024 11:00,1.1082,1.1087,1.1075,1.10807,-1.3,-0.01,
08/20/2024 10:00,1.10756,1.1083,1.1074,1.10819,6.3,0.06,
08/20/2024 09:00,1.10793,1.1082,1.1073,1.10755,-3.8,-0.03,
08/20/2024 08:00,1.10866,1.10889,1.10768,1.10795,-7.1,-0.06,
08/20/2024 07:00,1.10806,1.1087,1.107,1.10865,5.9,0.05,
08/20/2024 06:00,1.10762,1.1083,1.1073,1.10812,5.0,0.05,
08/20/2024 05:00,1.10769,1.1078,1.1072,1.10763,-0.6,-0.01,
08/20/2024 04:00,1.10754,1.10791,1.1073,1.10765,1.1,0.01,
08/20/2024 03:00,1.1077,1.108,1.1074,1.1075,-2,-0.02,
08/20/2024 02:00,1.10852,1.1087,1.1074,1.10762,-9.0,-0.08,
08/20/2024 01:00,1.10817,1.1088,1.108,1.10853,3.6,0.03,
08/20/2024 00:00,1.10851,1.10871,1.1078,1.10817,-3.4,-0.03,
08/19/2024 23:00,1.10848,1.1087,1.1082,1.10854,0.6,0.01,
08/19/2024 22:00,1.10814,1.1089,1.10814,1.1084,2.6,0.02,
08/19/2024 21:00,1.10834,1.1088,1.1066,1.1082,-1.4,-0.01,
08/19/2024 20:00,1.10834,1.1086,1.108,1.10834,0.0,0.00,
08/19/2024 19:00,1.10812,1.1087,1.1078,1.10835,2.3,0.02,
08/19/2024 18:00,1.10769,1.1085,1.1075,1.10814,4.5,0.04,
08/19/2024 17:00,1.10734,1.1077,1.1069,1.10765,3.1,0.03,
08/19/2024 16:00,1.10686,1.1075,1.1066,1.10736,5.0,0.05,
08/19/2024 15:00,1.10654,1.1073,1.1058,1.1069,3.6,0.03,
08/19/2024 14:00,1.10444,1.10732,1.10419,1.1065,20.6,0.19,
08/19/2024 13:00,1.10383,1.10445,1.103,1.10445,6.2,0.06,
08/19/2024 12:00,1.10424,1.1045,1.1033,1.10388,-3.6,-0.03,
08/19/2024 11:00,1.10359,1.1044,1.1031,1.10421,6.2,0.06,
08/19/2024 10:00,1.10346,1.1039,1.1029,1.10368,2.2,0.02,
08/19/2024 09:00,1.10372,1.1042,1.1033,1.1035,-2.2,-0.02,
08/19/2024 08:00,1.10425,1.1051,1.1034,1.10371,-5.4,-0.05,
08/19/2024 07:00,1.1043,1.1048,1.1039,1.10426,-0.4,0.00,
08/19/2024 06:00,1.10471,1.1051,1.1039,1.10419,-5.2,-0.05,
08/19/2024 05:00,1.10393,1.105,1.1038,1.10474,8.1,0.07,
08/19/2024 04:00,1.10388,1.1043,1.1035,1.10395,0.7,0.01,
08/19/2024 03:00,1.10305,1.1041,1.1028,1.10387,8.2,0.07,
08/19/2024 02:00,1.1031,1.1032,1.1027,1.10304,-0.6,-0.01,
08/19/2024 01:00,1.10301,1.10333,1.1026,1.10309,0.8,0.01,
08/19/2024 00:00,1.10243,1.10357,1.1022,1.103,5.7,0.05,
08/18/2024 23:00,1.10244,1.1027,1.1021,1.10244,0.0,0.00,
08/16/2024 20:00,1.10243,1.103,1.1014,1.1027,2.7,0.02,
08/16/2024 19:00,1.10206,1.1026,1.1016,1.10242,3.6,0.03,
08/16/2024 18:00,1.10127,1.1022,1.1008,1.10205,7.8,0.07,
08/16/2024 17:00,1.10034,1.1013,1.1002,1.10128,9.4,0.09,
08/16/2024 16:00,1.09961,1.10042,1.0995,1.10037,7.6,0.07,
08/16/2024 15:00,1.099,1.0998,1.0989,1.0996,6,0.05,
08/16/2024 14:00,1.10019,1.10019,1.0981,1.09903,-11.6,-0.11,
08/16/2024 13:00,1.09939,1.10045,1.0991,1.10025,8.6,0.08,
08/16/2024 12:00,1.09921,1.09945,1.0984,1.09938,1.7,0.02,
08/16/2024 11:00,1.09938,1.0995,1.0987,1.0992,-1.8,-0.02,
08/16/2024 10:00,1.09899,1.0996,1.0984,1.09938,3.9,0.04,
08/16/2024 09:00,1.09807,1.0991,1.0977,1.09898,9.1,0.08,
08/16/2024 08:00,1.09849,1.099,1.0979,1.09808,-4.1,-0.04,
08/16/2024 07:00,1.09813,1.0986,1.0975,1.09844,3.1,0.03,
08/16/2024 06:00,1.09853,1.0987,1.0979,1.09814,-3.9,-0.04,
08/16/2024 05:00,1.09817,1.0986,1.098,1.09856,3.9,0.04,
08/16/2024 04:00,1.0977,1.0983,1.0975,1.0982,5,0.05,
08/16/2024 03:00,1.09809,1.0982,1.0975,1.0975,-5.9,-0.05,
08/16/2024 02:00,1.09808,1.0984,1.0977,1.09811,0.3,0.00,
08/16/2024 01:00,1.09758,1.0982,1.0972,1.09805,4.7,0.04,
08/16/2024 00:00,1.09722,1.0978,1.097,1.0975,2.8,0.03,
08/15/2024 23:00,1.09712,1.0975,1.097,1.09722,1.0,0.01,
08/15/2024 22:00,1.09699,1.0976,1.0969,1.09711,1.2,0.01,
08/15/2024 21:00,1.0969,1.0977,1.09585,1.0973,4,0.04,
08/15/2024 20:00,1.0974,1.0975,1.09685,1.0969,-5,-0.05,
08/15/2024 19:00,1.09781,1.098,1.0971,1.09739,-4.2,-0.04,
08/15/2024 18:00,1.09742,1.098,1.0972,1.09782,4.0,0.04,
08/15/2024 17:00,1.09779,1.098,1.097,1.09742,-3.7,-0.03,
08/15/2024 16:00,1.09853,1.099,1.0976,1.09778,-7.5,-0.07,
08/15/2024 15:00,1.09829,1.099,1.098,1.0985,2.1,0.02,
08/15/2024 14:00,1.09684,1.09862,1.0964,1.0983,14.6,0.13,
08/15/2024 13:00,1.09564,1.097,1.0948,1.09686,12.2,0.11,
08/15/2024 12:00,1.10129,1.10142,1.0951,1.09565,-56.4,-0.51,
08/15/2024 11:00,1.10101,1.1015,1.1008,1.10131,3.0,0.03,
08/15/2024 10:00,1.10119,1.1015,1.1007,1.10097,-2.2,-0.02,
08/15/2024 09:00,1.10056,1.1013,1.1002,1.1012,6.4,0.06,
08/15/2024 08:00,1.10132,1.1014,1.1004,1.1005,-8.2,-0.07,
08/15/2024 07:00,1.10144,1.1016,1.1006,1.10133,-1.1,-0.01,
08/15/2024 06:00,1.10097,1.10153,1.1007,1.10141,4.4,0.04,
08/15/2024 05:00,1.10117,1.1014,1.1007,1.10093,-2.4,-0.02,
08/15/2024 04:00,1.1008,1.10121,1.1006,1.1011,3,0.03,
08/15/2024 03:00,1.10084,1.1011,1.1006,1.10079,-0.5,0.00,
08/15/2024 02:00,1.10071,1.10113,1.1004,1.10085,1.4,0.01,
08/15/2024 01:00,1.10094,1.101,1.1002,1.10065,-2.9,-0.03,
08/15/2024 00:00,1.10116,1.1015,1.1008,1.10095,-2.1,-0.02,
08/14/2024 23:00,1.10119,1.1015,1.1008,1.10113,-0.6,-0.01,
08/14/2024 22:00,1.10103,1.1018,1.101,1.10118,1.5,0.01,
08/14/2024 21:00,1.10113,1.10155,1.10008,1.10095,-1.8,-0.02,
08/14/2024 20:00,1.10127,1.1016,1.1009,1.10113,-1.4,-0.01,
08/14/2024 19:00,1.10157,1.1017,1.101,1.10127,-3.0,-0.03,
08/14/2024 18:00,1.1014,1.1017,1.1009,1.1016,2,0.02,
08/14/2024 17:00,1.10182,1.1019,1.1011,1.10141,-4.1,-0.04,
08/14/2024 16:00,1.10231,1.10241,1.1014,1.10181,-5.0,-0.05,
08/14/2024 15:00,1.10356,1.1037,1.102,1.10229,-12.7,-0.12,
08/14/2024 14:00,1.10377,1.10472,1.1025,1.10355,-2.2,-0.02,
08/14/2024 13:00,1.10167,1.1043,1.10155,1.10376,20.9,0.19,
08/14/2024 12:00,1.10224,1.10356,1.10033,1.10166,-5.8,-0.05,
08/14/2024 11:00,1.10218,1.1026,1.1018,1.10223,0.5,0.00,
08/14/2024 10:00,1.10249,1.10254,1.1017,1.10212,-3.7,-0.03,
08/14/2024 09:00,1.10187,1.1029,1.10141,1.10254,6.7,0.06,
08/14/2024 08:00,1.10056,1.102,1.1001,1.10192,13.6,0.12,
08/14/2024 07:00,1.09996,1.1008,1.0995,1.10055,5.9,0.05,
08/14/2024 06:00,1.09908,1.1002,1.0986,1.09996,8.8,0.08,
08/14/2024 05:00,1.09927,1.0995,1.0988,1.09907,-2.0,-0.02,
08/14/2024 04:00,1.09899,1.0994,1.0988,1.09928,2.9,0.03,
08/14/2024 03:00,1.09912,1.0992,1.0988,1.099,-1.2,-0.01,
08/14/2024 02:00,1.09917,1.0995,1.0989,1.09915,-0.2,0.00,
08/14/2024 01:00,1.09916,1.0997,1.0989,1.09919,0.3,0.00,
08/14/2024 00:00,1.09953,1.09971,1.099,1.09919,-3.4,-0.03,
08/13/2024 23:00,1.09963,1.1,1.0993,1.09954,-0.9,-0.01,
08/13/2024 22:00,1.09913,1.0999,1.0991,1.09963,5.0,0.05,
08/13/2024 21:00,1.09908,1.0994,1.09756,1.09916,0.8,0.01,
08/13/2024 20:00,1.09959,1.1,1.09908,1.09908,-5.1,-0.05,
08/13/2024 19:00,1.09988,1.1,1.0992,1.09959,-2.9,-0.03,
08/13/2024 18:00,1.09768,1.09994,1.0975,1.09991,22.3,0.20,
08/13/2024 17:00,1.09716,1.0979,1.0968,1.09767,5.1,0.05,
08/13/2024 16:00,1.09533,1.0975,1.0952,1.09722,18.9,0.17,
08/13/2024 15:00,1.0956,1.09585,1.0946,1.09529,-3.1,-0.03,
08/13/2024 14:00,1.09585,1.0962,1.0949,1.09557,-2.8,-0.03,
08/13/2024 13:00,1.09407,1.0963,1.0936,1.09585,17.8,0.16,
08/13/2024 12:00,1.09303,1.09466,1.0924,1.09408,10.5,0.10,
08/13/2024 11:00,1.09228,1.0933,1.0921,1.09302,7.4,0.07,
08/13/2024 10:00,1.09196,1.0926,1.0916,1.09231,3.5,0.03,
08/13/2024 09:00,1.09234,1.09271,1.0913,1.09196,-3.8,-0.03,
08/13/2024 08:00,1.0929,1.09301,1.0919,1.09234,-5.6,-0.05,
08/13/2024 07:00,1.09331,1.0935,1.0925,1.093,-3.1,-0.03,
08/13/2024 06:00,1.09404,1.0941,1.0931,1.09334,-7.0,-0.06,
08/13/2024 05:00,1.09392,1.0942,1.0936,1.09397,0.5,0.00,
08/13/2024 04:00,1.09369,1.094,1.0934,1.09391,2.2,0.02,
08/13/2024 03:00,1.09352,1.094,1.0933,1.09368,1.6,0.01,
08/13/2024 02:00,1.09349,1.0939,1.0932,1.09354,0.5,0.00,
08/13/2024 01:00,1.09297,1.0936,1.0928,1.09347,5.0,0.05,
08/13/2024 00:00,1.09354,1.0936,1.0928,1.09297,-5.7,-0.05,
08/12/2024 23:00,1.09312,1.09363,1.093,1.09355,4.3,0.04,
08/12/2024 22:00,1.09307,1.0934,1.09269,1.09311,0.4,0.00,
08/12/2024 21:00,1.0931,1.0935,1.09223,1.09314,0.4,0.00,
08/12/2024 20:00,1.09312,1.0933,1.0926,1.0931,-0.2,0.00,
08/12/2024 19:00,1.09302,1.0934,1.0928,1.093,-0.2,0.00,
08/12/2024 18:00,1.09328,1.0935,1.0926,1.09301,-2.7,-0.02,
08/12/2024 17:00,1.09226,1.0934,1.0921,1.09329,10.3,0.09,
08/12/2024 16:00,1.0927,1.09293,1.092,1.09227,-4.3,-0.04,
08/12/2024 15:00,1.0931,1.094,1.0926,1.09278,-3.2,-0.03,
08/12/2024 14:00,1.09251,1.09331,1.0914,1.09311,6.0,0.05,
08/12/2024 13:00,1.092,1.09333,1.0918,1.09251,5.1,0.05,
08/12/2024 12:00,1.09259,1.09288,1.0916,1.09199,-6.0,-0.05,
08/12/2024 11:00,1.09265,1.093,1.0918,1.0926,-0.5,0.00,
08/12/2024 10:00,1.09269,1.0931,1.092,1.09265,-0.4,0.00,
08/12/2024 09:00,1.09203,1.0928,1.0916,1.09268,6.5,0.06,
08/12/2024 08:00,1.09221,1.09254,1.0915,1.09207,-1.4,-0.01,
08/12/2024 07:00,1.09208,1.0929,1.0918,1.0922,1.2,0.01,
08/12/2024 06:00,1.09185,1.0924,1.0914,1.09211,2.6,0.02,
08/12/2024 05:00,1.0919,1.0922,1.0916,1.09181,-0.9,-0.01,
08/12/2024 04:00,1.09138,1.0922,1.0913,1.0919,5.2,0.05,
08/12/2024 03:00,1.09177,1.092,1.0911,1.09139,-3.8,-0.03,
08/12/2024 02:00,1.09204,1.0923,1.0916,1.09178,-2.6,-0.02,
08/12/2024 01:00,1.0919,1.0924,1.0917,1.09207,1.7,0.02,
08/12/2024 00:00,1.09125,1.0921,1.091,1.09182,5.7,0.05,
08/11/2024 23:00,1.09125,1.0916,1.0911,1.09123,-0.2,0.00,
08/09/2024 20:00,1.09187,1.092,1.09069,1.0915,-3.7,-0.03,
08/09/2024 19:00,1.09193,1.0922,1.0915,1.09186,-0.7,-0.01,
08/09/2024 18:00,1.09205,1.0922,1.0916,1.09195,-1.0,-0.01,
08/09/2024 17:00,1.09187,1.0924,1.0914,1.09205,1.8,0.02,
08/09/2024 16:00,1.09238,1.0925,1.0916,1.09185,-5.3,-0.05,
08/09/2024 15:00,1.0923,1.0928,1.092,1.0924,1,0.01,
08/09/2024 14:00,1.09223,1.09313,1.092,1.09231,0.8,0.01,
08/09/2024 13:00,1.09115,1.0924,1.0908,1.09224,10.9,0.10,
08/09/2024 12:00,1.09159,1.09195,1.0907,1.09115,-4.4,-0.04,
08/09/2024 11:00,1.09174,1.0921,1.091,1.09158,-1.6,-0.01,
08/09/2024 10:00,1.09195,1.0924,1.0915,1.09175,-2.0,-0.02,
08/09/2024 09:00,1.09174,1.0926,1.0916,1.09195,2.1,0.02,
08/09/2024 08:00,1.09217,1.0923,1.0912,1.09175,-4.2,-0.04,
08/09/2024 07:00,1.09272,1.0929,1.0918,1.09218,-5.4,-0.05,
08/09/2024 06:00,1.09191,1.09281,1.0916,1.09273,8.2,0.08,
08/09/2024 05:00,1.09198,1.0922,1.0916,1.09192,-0.6,-0.01,
08/09/2024 04:00,1.09227,1.0925,1.0918,1.09199,-2.8,-0.03,
08/09/2024 03:00,1.09212,1.0925,1.0919,1.09227,1.5,0.01,
08/09/2024 02:00,1.09178,1.0926,1.0914,1.09211,3.3,0.03,
08/09/2024 01:00,1.09129,1.092,1.0911,1.09178,4.9,0.04,
08/09/2024 00:00,1.09147,1.0916,1.091,1.0913,-1.7,-0.02,
08/08/2024 23:00,1.09181,1.09193,1.0913,1.09148,-3.3,-0.03,
08/08/2024 22:00,1.09172,1.0919,1.0914,1.09181,0.9,0.01,
08/08/2024 21:00,1.09169,1.0933,1.08793,1.09172,0.3,0.00,
08/08/2024 20:00,1.09158,1.0921,1.0914,1.09169,1.1,0.01,
08/08/2024 19:00,1.09176,1.0918,1.0912,1.09157,-1.9,-0.02,
08/08/2024 18:00,1.09125,1.09188,1.091,1.09181,5.6,0.05,
08/08/2024 17:00,1.09086,1.09161,1.0906,1.09126,4.0,0.04,
08/08/2024 16:00,1.09128,1.0915,1.0903,1.09085,-4.3,-0.04,
08/08/2024 15:00,1.09062,1.09145,1.0904,1.09127,6.5,0.06,
08/08/2024 14:00,1.08928,1.0908,1.089,1.09063,13.5,0.12,
08/08/2024 13:00,1.08976,1.09062,1.088,1.08927,-4.9,-0.04,
08/08/2024 12:00,1.09303,1.09323,1.0891,1.08975,-32.8,-0.30,
08/08/2024 11:00,1.09254,1.09332,1.0922,1.09304,5.0,0.05,
08/08/2024 10:00,1.09268,1.0929,1.092,1.09253,-1.5,-0.01,
08/08/2024 09:00,1.09366,1.094,1.0924,1.0926,-10.6,-0.10,
08/08/2024 08:00,1.09399,1.0945,1.0934,1.09369,-3.0,-0.03,
08/08/2024 07:00,1.09429,1.0945,1.0933,1.09398,-3.1,-0.03,
08/08/2024 06:00,1.09356,1.09447,1.0932,1.09427,7.1,0.06,
08/08/2024 05:00,1.09316,1.0936,1.0928,1.09356,4.0,0.04,
08/08/2024 04:00,1.0935,1.0938,1.0929,1.0931,-4,-0.04,
08/08/2024 03:00,1.09337,1.09353,1.0928,1.09349,1.2,0.01,
08/08/2024 02:00,1.09275,1.0935,1.0925,1.09336,6.1,0.06,
08/08/2024 01:00,1.09279,1.0931,1.0922,1.09276,-0.3,0.00,
08/08/2024 00:00,1.09271,1.09324,1.0925,1.0928,0.9,0.01,
08/07/2024 23:00,1.09259,1.0934,1.0925,1.09272,1.3,0.01,
08/07/2024 22:00,1.09233,1.0927,1.0921,1.09258,2.5,0.02,
08/07/2024 21:00,1.09182,1.0925,1.09053,1.09226,4.4,0.04,
08/07/2024 20:00,1.0923,1.0924,1.0918,1.09182,-4.8,-0.04,
08/07/2024 19:00,1.09219,1.0927,1.092,1.09231,1.2,0.01,
08/07/2024 18:00,1.09222,1.0924,1.0916,1.09221,-0.1,0.00,
08/07/2024 17:00,1.09218,1.09271,1.0916,1.09219,0.1,0.00,
08/07/2024 16:00,1.09244,1.0928,1.092,1.0922,-2.4,-0.02,
08/07/2024 15:00,1.09317,1.0937,1.0923,1.09245,-7.2,-0.07,
08/07/2024 14:00,1.09182,1.0934,1.0917,1.09316,13.4,0.12,
08/07/2024 13:00,1.09217,1.0927,1.0911,1.09186,-3.1,-0.03,
08/07/2024 12:00,1.09232,1.0926,1.0912,1.09218,-1.4,-0.01,
08/07/2024 11:00,1.09174,1.09267,1.0916,1.09233,5.9,0.05,
08/07/2024 10:00,1.0914,1.09232,1.0908,1.09179,3.9,0.04,
08/07/2024 09:00,1.09187,1.09197,1.0908,1.09136,-5.1,-0.05,
08/07/2024 08:00,1.09222,1.0928,1.0917,1.09188,-3.4,-0.03,
08/07/2024 07:00,1.0915,1.0928,1.0912,1.09222,7.2,0.07,
08/07/2024 06:00,1.09097,1.09153,1.0904,1.09149,5.2,0.05,
08/07/2024 05:00,1.09113,1.0914,1.0906,1.09101,-1.2,-0.01,
08/07/2024 04:00,1.09161,1.0917,1.091,1.09115,-4.6,-0.04,
08/07/2024 03:00,1.09162,1.0918,1.091,1.09157,-0.5,0.00,
08/07/2024 02:00,1.09182,1.09193,1.0911,1.09162,-2.0,-0.02,
08/07/2024 01:00,1.09297,1.09304,1.091,1.09181,-11.6,-0.11,
08/07/2024 00:00,1.09252,1.0931,1.0922,1.09296,4.4,0.04,
08/06/2024 23:00,1.0929,1.09302,1.0922,1.09252,-3.8,-0.03,
08/06/2024 22:00,1.09278,1.0932,1.0926,1.09292,1.4,0.01,
08/06/2024 21:00,1.09287,1.0935,1.09143,1.09281,-0.6,-0.01,
08/06/2024 20:00,1.09296,1.0932,1.0926,1.09287,-0.9,-0.01,
08/06/2024 19:00,1.09284,1.09303,1.0921,1.09297,1.3,0.01,
08/06/2024 18:00,1.09256,1.0934,1.0923,1.09284,2.8,0.03,
08/06/2024 17:00,1.09278,1.0931,1.0921,1.09259,-1.9,-0.02,
08/06/2024 16:00,1.09251,1.09322,1.0919,1.09274,2.3,0.02,
08/06/2024 15:00,1.09339,1.09341,1.092,1.09253,-8.6,-0.08,
08/06/2024 14:00,1.09184,1.0935,1.0915,1.09338,15.4,0.14,
08/06/2024 13:00,1.09059,1.09244,1.0904,1.09182,12.3,0.11,
08/06/2024 12:00,1.09163,1.09178,1.0904,1.09051,-11.2,-0.10,
08/06/2024 11:00,1.0909,1.0918,1.0902,1.09166,7.6,0.07,
08/06/2024 10:00,1.09113,1.09144,1.0904,1.09083,-3.0,-0.03,
08/06/2024 09:00,1.09275,1.09275,1.0907,1.09115,-16.0,-0.15,
08/06/2024 08:00,1.09264,1.0935,1.0918,1.09276,1.2,0.01,
08/06/2024 07:00,1.09385,1.0941,1.0921,1.09268,-11.7,-0.11,
08/06/2024 06:00,1.09463,1.0949,1.0934,1.09389,-7.4,-0.07,
08/06/2024 05:00,1.09517,1.0955,1.0944,1.09464,-5.3,-0.05,
08/06/2024 04:00,1.09539,1.0956,1.0948,1.09518,-2.1,-0.02,
08/06/2024 03:00,1.09518,1.0956,1.095,1.0954,2.2,0.02,
08/06/2024 02:00,1.09546,1.0958,1.095,1.09517,-2.9,-0.03,
08/06/2024 01:00,1.09625,1.0963,1.0949,1.09547,-7.8,-0.07,
08/06/2024 00:00,1.09508,1.0963,1.0942,1.09626,11.8,0.11,
08/05/2024 23:00,1.09539,1.0958,1.0948,1.09506,-3.3,-0.03,
08/05/2024 22:00,1.09529,1.0962,1.0951,1.0954,1.1,0.01,
08/05/2024 21:00,1.09491,1.0955,1.09382,1.09517,2.6,0.02,
08/05/2024 20:00,1.09588,1.0961,1.0948,1.09491,-9.7,-0.09,
08/05/2024 19:00,1.09511,1.09586,1.0948,1.09584,7.3,0.07,
08/05/2024 18:00,1.09531,1.0958,1.0948,1.0951,-2.1,-0.02,
08/05/2024 17:00,1.09594,1.09642,1.0947,1.0953,-6.4,-0.06,
08/05/2024 16:00,1.0956,1.0961,1.0947,1.09597,3.7,0.03,
08/05/2024 15:00,1.09793,1.09861,1.09558,1.09562,-23.1,-0.21,
08/05/2024 14:00,1.09786,1.09799,1.0955,1.09794,0.8,0.01,
08/05/2024 13:00,1.0991,1.10031,1.09742,1.09785,-12.5,-0.11,
08/05/2024 12:00,1.09624,1.10084,1.0961,1.09911,28.7,0.26,
08/05/2024 11:00,1.09482,1.09647,1.0943,1.09628,14.6,0.13,
08/05/2024 10:00,1.09511,1.09513,1.0932,1.09482,-2.9,-0.03,
08/05/2024 09:00,1.09508,1.09609,1.0944,1.09512,0.4,0.00,
08/05/2024 08:00,1.09489,1.0975,1.09458,1.09509,2.0,0.02,
08/05/2024 07:00,1.09046,1.09669,1.09029,1.09488,44.2,0.40,
08/05/2024 06:00,1.09125,1.09175,1.0892,1.0905,-7.5,-0.07,
08/05/2024 05:00,1.093,1.09385,1.0911,1.09125,-17.5,-0.16,
08/05/2024 04:00,1.09303,1.094,1.0927,1.09324,2.1,0.02,
08/05/2024 03:00,1.09215,1.0932,1.0919,1.093,8.5,0.08,
08/05/2024 02:00,1.09188,1.0924,1.0912,1.09216,2.8,0.03,
08/05/2024 01:00,1.09159,1.0922,1.0911,1.09186,2.7,0.02,
08/05/2024 00:00,1.09103,1.0923,1.0906,1.09159,5.6,0.05,
08/04/2024 23:00,1.0906,1.0912,1.0903,1.09101,4.1,0.04,
08/02/2024 20:00,1.09125,1.0915,1.0906,1.0909,-3.5,-0.03,
08/02/2024 19:00,1.09127,1.0917,1.0908,1.09125,-0.2,0.00,
08/02/2024 18:00,1.09109,1.0917,1.0908,1.09127,1.8,0.02,
08/02/2024 17:00,1.09119,1.09153,1.0905,1.0911,-0.9,-0.01,
08/02/2024 16:00,1.09131,1.0915,1.0903,1.09119,-1.2,-0.01,
08/02/2024 15:00,1.09222,1.0925,1.0911,1.0913,-9.2,-0.08,
08/02/2024 14:00,1.09041,1.0927,1.08999,1.09219,17.8,0.16,
08/02/2024 13:00,1.08904,1.09065,1.0883,1.09043,13.9,0.13,
08/02/2024 12:00,1.08311,1.0898,1.0828,1.08909,59.8,0.55,
08/02/2024 11:00,1.08229,1.0838,1.0822,1.08308,7.9,0.07,
08/02/2024 10:00,1.08202,1.08244,1.0814,1.08229,2.7,0.02,
08/02/2024 09:00,1.08145,1.0825,1.0813,1.08203,5.8,0.05,
08/02/2024 08:00,1.08041,1.08153,1.0801,1.08146,10.5,0.10,
08/02/2024 07:00,1.07958,1.08042,1.0784,1.0804,8.2,0.08,
08/02/2024 06:00,1.0804,1.0809,1.0792,1.07961,-7.9,-0.07,
08/02/2024 05:00,1.07976,1.08041,1.0794,1.08041,6.5,0.06,
08/02/2024 04:00,1.0793,1.08,1.0791,1.07975,4.5,0.04,
08/02/2024 03:00,1.07902,1.07951,1.0789,1.0792,1.8,0.02,
08/02/2024 02:00,1.07908,1.0792,1.0783,1.079,-0.8,-0.01,
08/02/2024 01:00,1.07908,1.0794,1.0786,1.07907,-0.1,0.00,
08/02/2024 00:00,1.07863,1.0793,1.078,1.07907,4.4,0.04,
08/01/2024 23:00,1.07883,1.0792,1.0784,1.07864,-1.9,-0.02,
08/01/2024 22:00,1.07915,1.0794,1.0786,1.07881,-3.4,-0.03,
08/01/2024 21:00,1.07899,1.0801,1.0778,1.07912,1.3,0.01,
08/01/2024 20:00,1.07895,1.0792,1.0785,1.07899,0.4,0.00,
08/01/2024 19:00,1.07837,1.07953,1.0781,1.07896,5.9,0.05,
08/01/2024 18:00,1.07913,1.0792,1.0782,1.07837,-7.6,-0.07,
08/01/2024 17:00,1.07864,1.0792,1.0783,1.07914,5.0,0.05,
08/01/2024 16:00,1.07884,1.0797,1.0779,1.07863,-2.1,-0.02,
08/01/2024 15:00,1.07919,1.07945,1.0782,1.07886,-3.3,-0.03,
08/01/2024 14:00,1.0803,1.08181,1.0786,1.0792,-11,-0.10,
08/01/2024 13:00,1.07965,1.0806,1.0786,1.08021,5.6,0.05,
08/01/2024 12:00,1.07916,1.0808,1.0786,1.07964,4.8,0.04,
08/01/2024 11:00,1.07843,1.07956,1.07804,1.07918,7.5,0.07,
08/01/2024 10:00,1.0778,1.079,1.0776,1.07842,6.2,0.06,
08/01/2024 09:00,1.07835,1.07862,1.0777,1.07778,-5.7,-0.05,
08/01/2024 08:00,1.08011,1.0802,1.078,1.07835,-17.6,-0.16,
08/01/2024 07:00,1.08161,1.08198,1.0798,1.0801,-15.1,-0.14,
08/01/2024 06:00,1.08273,1.0828,1.0809,1.08159,-11.4,-0.11,
08/01/2024 05:00,1.08266,1.083,1.0824,1.08271,0.5,0.00,
08/01/2024 04:00,1.08326,1.08353,1.0824,1.08265,-6.1,-0.06,
08/01/2024 03:00,1.08261,1.0835,1.0824,1.08327,6.6,0.06,
08/01/2024 02:00,1.08274,1.0831,1.0822,1.0826,-1.4,-0.01,
08/01/2024 01:00,1.08274,1.0834,1.0825,1.08278,0.4,0.00,
08/01/2024 00:00,1.08232,1.083,1.0822,1.08275,4.3,0.04,
07/31/2024 23:00,1.08237,1.0827,1.082,1.08237,0.0,0.00,
07/31/2024 22:00,1.08261,1.0833,1.0822,1.08241,-2.0,-0.02,
07/31/2024 21:00,1.08229,1.083,1.08193,1.08249,2.0,0.02,
07/31/2024 20:00,1.08224,1.0828,1.0815,1.0824,1.6,0.01,
07/31/2024 19:00,1.0826,1.0833,1.0818,1.08226,-3.4,-0.03,
07/31/2024 18:00,1.0815,1.0829,1.08003,1.0826,11,0.10,
07/31/2024 17:00,1.08093,1.08161,1.0804,1.08153,6.0,0.06,
07/31/2024 16:00,1.08223,1.0823,1.0803,1.08092,-13.1,-0.12,
07/31/2024 15:00,1.08217,1.0828,1.0818,1.0823,1.3,0.01,
07/31/2024 14:00,1.08425,1.0847,1.0815,1.08214,-21.1,-0.19,
07/31/2024 13:00,1.08406,1.085,1.0837,1.08426,2.0,0.02,
07/31/2024 12:00,1.08281,1.0849,1.0824,1.08407,12.6,0.12,
07/31/2024 11:00,1.08328,1.0841,1.0825,1.08281,-4.7,-0.04,
07/31/2024 10:00,1.08257,1.0836,1.0824,1.0833,7.3,0.07,
07/31/2024 09:00,1.08222,1.0828,1.082,1.08258,3.6,0.03,
07/31/2024 08:00,1.08178,1.08273,1.0805,1.08236,5.8,0.05,
07/31/2024 07:00,1.08251,1.08252,1.0811,1.08175,-7.6,-0.07,
07/31/2024 06:00,1.08248,1.08256,1.0815,1.08249,0.1,0.00,
07/31/2024 05:00,1.08255,1.0827,1.0818,1.08247,-0.8,-0.01,
07/31/2024 04:00,1.08219,1.0826,1.082,1.08252,3.3,0.03,
07/31/2024 03:00,1.08263,1.08301,1.0821,1.08219,-4.4,-0.04,
07/31/2024 02:00,1.08218,1.08282,1.0818,1.08264,4.6,0.04,
